experiment,seed,modality,time_last,throughput_mean,drop_total_last
exp4,seed1,t2,9998.876725482218,0.06085343516133511,0
exp4,seed1,t3,10002.0,0.06458158274481056,1
exp4,seed1,t4,9988.669288622632,0.03695011107353754,275
exp4,seed10,t1,9986.042127010967,0.0665877044996569,0
exp4,seed10,t2,9997.260199344566,0.05939252882914765,0
exp4,seed10,t3,10001.0,0.06134016122484027,1
exp4,seed10,t4,9915.56350491704,0.03911407239498766,287
exp4,seed11,t1,10001.0,0.060806250575269165,0
exp4,seed11,t2,9997.25246240732,0.06268342939770764,0
exp4,seed11,t3,9991.300213944369,0.0646835626263707,5
exp4,seed11,t4,9996.88254466832,0.03602254317625481,270
exp4,seed12,t1,9997.21292830122,0.06362207976272627,0
exp4,seed12,t2,9965.101389228876,0.06301773977119389,0
exp4,seed12,t3,9975.65649839753,0.06139750474629528,1
exp4,seed12,t4,9997.575266556032,0.036514714826911425,250
exp4,seed13,t1,9994.2600611045,0.060432787489282956,0
exp4,seed13,t2,9999.0,0.06270928080928014,0
exp4,seed13,t3,9990.784742217238,0.06540178415021428,0
exp4,seed13,t4,9977.871033872743,0.03552928730556885,265
exp4,seed14,t1,9994.826550597594,0.06271332024547958,0
exp4,seed14,t2,9990.82690666568,0.06401890074570846,0
exp4,seed14,t3,10000.0,0.06113776806239418,1
exp4,seed14,t4,9995.0,0.038634641543600336,274
exp4,seed15,t1,9995.632482762156,0.06032828433916649,0
exp4,seed15,t2,9985.209456907134,0.0601328415129975,0
exp4,seed15,t3,10000.0,0.06668682642790416,0
exp4,seed15,t4,9995.128739631067,0.03896648972563234,282
exp4,seed16,t1,9981.34862892838,0.06375454914916868,0
exp4,seed16,t2,9999.0,0.06022690104351887,0
exp4,seed16,t3,9986.776959901516,0.06258682660804202,1
exp4,seed16,t4,9996.407315526372,0.04004194577142072,294
exp4,seed17,t1,9991.974302048122,0.06215813074907835,0
exp4,seed17,t2,9999.398615056603,0.06494769415786707,0
exp4,seed17,t3,9986.308200169056,0.0619936969562216,2
exp4,seed17,t4,9992.0,0.032895328511414065,248
exp4,seed18,t1,10000.0,0.060713339153691814,0
exp4,seed18,t2,9996.298804100254,0.06509473323564396,0
exp4,seed18,t3,9990.299695857426,0.0633769013433741,1
exp4,seed18,t4,9885.241703815973,0.035144949709470706,246
exp4,seed19,t1,9980.398537662528,0.06195617095915051,0
exp4,seed19,t2,10000.0,0.06132281771821117,0
exp4,seed19,t3,9996.570196379773,0.06454847954264582,4
exp4,seed19,t4,9933.572768144988,0.03706995318335907,253
exp4,seed2,t1,10001.0,0.06320069886988837,0
exp4,seed2,t2,9992.956549214512,0.06258579722488579,0
exp4,seed2,t3,9997.119499071618,0.06256690989261504,0
exp4,seed2,t4,9996.809823906837,0.03608416252382623,255
exp4,seed20,t1,9981.422401070127,0.06342447500769592,0
exp4,seed20,t2,9972.711981605888,0.059239130801012264,0
exp4,seed20,t3,9998.59561949742,0.06609432726216445,1
exp4,seed20,t4,9998.087408327176,0.03673516900872873,251
exp4,seed3,t1,9991.36703607481,0.062721294162051,0
exp4,seed3,t2,9997.335955825936,0.060649940952133545,0
exp4,seed3,t3,10002.0,0.06602087779420501,0
exp4,seed3,t4,9997.0,0.03498504453628552,245
exp4,seed4,t1,9957.157309476446,0.06466569276917411,0
exp4,seed4,t2,10002.0,0.06349717989223909,0
exp4,seed4,t3,9972.699283446109,0.06070579793435703,2
exp4,seed4,t4,9936.86836967398,0.03658163064275274,246
exp4,seed5,t1,9979.288748529669,0.05767276966414113,0
exp4,seed5,t2,9985.921841274114,0.0677148906203028,0
exp4,seed5,t3,9996.893700309854,0.06413332365559714,2
exp4,seed5,t4,9998.012871542309,0.034108965671389796,246
exp4,seed6,t1,10003.0,0.06456393487907368,0
exp4,seed6,t2,9994.627068977376,0.061580053782756564,0
exp4,seed6,t3,9998.60786033153,0.06299701571500863,2
exp4,seed6,t4,9921.778324986475,0.03635359606318681,252
exp4,seed7,t1,10003.0,0.06150314923473053,0
exp4,seed7,t2,9999.031895359049,0.06292549800598977,0
exp4,seed7,t3,9993.707237366396,0.06407812268745246,1
exp4,seed7,t4,9889.309202567554,0.036991427712616334,247
exp4,seed8,t1,9985.379296088218,0.06306553170020797,0
exp4,seed8,t2,10000.0,0.0638056520230723,0
exp4,seed8,t3,9982.563276534296,0.06139258059312649,2
exp4,seed8,t4,9955.114128628522,0.038584831997578305,250
exp4,seed9,t1,9981.790482882672,0.062076791971238575,0
exp4,seed9,t2,9999.0,0.0634680721256401,0
exp4,seed9,t3,9976.618236090044,0.06228048543659079,2
exp4,seed9,t4,9992.221966525349,0.03857574423242119,280
exp5,seed1,t1,9998.408646485335,0.062328499403165996,0
exp5,seed1,t2,9970.153089220845,0.06299997657265696,0
exp5,seed1,t3,9974.52226055454,0.0635603733861708,0
exp5,seed1,t4,9993.0,0.03697032050990126,254
exp5,seed10,t1,9951.494022235993,0.057471885489866543,0
exp5,seed10,t2,9999.86653910774,0.06793318111002732,0
exp5,seed10,t3,9987.985839538627,0.06347042389563613,0
exp5,seed10,t4,9991.617587786108,0.03461544113710863,221
exp5,seed11,t1,10000.0,0.06280579557120122,0
exp5,seed11,t2,9996.22427351509,0.06126852421710929,0
exp5,seed11,t3,9980.40153561573,0.0648683524971917,0
exp5,seed11,t4,9983.570266761752,0.03388789634215644,250
exp5,seed12,t1,9982.66113079862,0.06466382246756659,0
exp5,seed12,t2,9998.50854639235,0.06133626132427717,0
exp5,seed12,t3,10004.0,0.06258390556224089,0
exp5,seed12,t4,9998.0,0.03599720171399891,266
exp5,seed13,t1,9989.26638121476,0.06161916080322728,0
exp5,seed13,t2,10000.0,0.06179744459440816,0
exp5,seed13,t3,9985.279374210166,0.06480893643991374,1
exp5,seed13,t4,9990.0,0.03705971787313181,267
exp5,seed14,t1,9977.22362240514,0.06158469032765387,0
exp5,seed14,t2,9961.195473255932,0.06738272620763539,0
exp5,seed14,t3,9997.804005103935,0.05953377403550823,2
exp5,seed14,t4,9972.25430874926,0.03611072887900291,276
exp5,seed15,t1,9988.80733940824,0.058482384692836224,0
exp5,seed15,t2,9999.595404025233,0.06341382674244891,0
exp5,seed15,t3,9971.626555300283,0.06645178780758987,0
exp5,seed15,t4,9992.753375926131,0.036684985422156494,266
exp5,seed16,t1,10003.0,0.061136811557515734,0
exp5,seed16,t2,9963.396045399042,0.06336851992594508,0
exp5,seed16,t3,9983.011329828125,0.06437036577656989,0
exp5,seed16,t4,9988.0755225292,0.03775151581081335,257
exp5,seed17,t1,9993.74116287215,0.06528843669335327,0
exp5,seed17,t2,9989.587471532375,0.06022175906215309,0
exp5,seed17,t3,9998.261755650508,0.06411744776085919,1
exp5,seed17,t4,9968.08227963205,0.0351079006703576,230
exp5,seed18,t1,9976.987333477267,0.06657974207326851,0
exp5,seed18,t2,9999.140301790005,0.059875821356716076,0
exp5,seed18,t3,10003.0,0.06099449479675997,1
exp5,seed18,t4,9992.484846261765,0.036707229292178886,277
exp5,seed19,t1,9987.881578374128,0.060643614105434916,0
exp5,seed19,t2,9999.330603382508,0.06420551889581767,0
exp5,seed19,t3,9978.280690795193,0.06370293431510954,0
exp5,seed19,t4,9998.574177305862,0.036164429408356215,262
exp5,seed2,t1,9977.469019417977,0.06320871471466642,0
exp5,seed2,t2,9990.551564128838,0.060284661126252415,0
exp5,seed2,t3,9998.09646624296,0.06584386147186091,0
exp5,seed2,t4,9999.565836003192,0.03488974351675891,259
exp5,seed20,t1,9992.294373401708,0.061588545340897645,0
exp5,seed20,t2,9977.558686879116,0.06584888660066297,0
exp5,seed20,t3,9999.172253286266,0.06150778821252437,0
exp5,seed20,t4,9993.0,0.034500142342389975,263
exp5,seed3,t1,9994.013739169712,0.0612117072636888,0
exp5,seed3,t2,9999.0,0.061586019360622836,0
exp5,seed3,t3,9989.59180799618,0.06562171471352449,1
exp5,seed3,t4,10000.0,0.03545347442388676,263
exp5,seed4,t1,10002.0,0.05829910941722911,0
exp5,seed4,t2,9993.048439093713,0.06897921127168351,0
exp5,seed4,t3,9997.340830981706,0.06089572526138796,2
exp5,seed4,t4,9966.028260365008,0.03610279416787901,263
exp5,seed5,t1,9987.842798897467,0.0625363267760269,0
exp5,seed5,t2,9978.695042868696,0.0588957977813194,0
exp5,seed5,t3,9998.004958519725,0.06718060347245845,2
exp5,seed5,t4,9993.0,0.03588222050212144,273
exp5,seed6,t1,9993.005779818815,0.06077882187209372,0
exp5,seed6,t2,9978.28277768649,0.06296021661651799,0
exp5,seed6,t3,9998.395268331584,0.06403645113049768,1
exp5,seed6,t4,9983.29923999031,0.038174704028365,245
exp5,seed7,t1,9987.940281280193,0.062113815550551295,0
exp5,seed7,t2,9993.583603492012,0.06309749832526383,0
exp5,seed7,t3,9998.319095,0.06443948230267822,0
exp5,seed7,t4,9993.0,0.03563683571765703,220
exp5,seed8,t1,9975.6431645484,0.06338623572530891,0
exp5,seed8,t2,10001.0,0.06323905893732383,0
exp5,seed8,t3,9986.567582425028,0.06106363295521669,3
exp5,seed8,t4,9991.371863568222,0.037599399707471504,281
exp5,seed9,t1,10001.0,0.06460544305057242,0
exp5,seed9,t2,9991.662869648382,0.06249836267417279,0
exp5,seed9,t3,9996.655844050429,0.06195376439591871,0
exp5,seed9,t4,9996.0,0.037372367434315754,249
exp6,seed1,t1,9997.70604083504,0.05918896859912927,0
exp6,seed1,t2,9993.912630313676,0.06411738464273314,0
exp6,seed1,t3,10004.0,0.06549830881634254,0
exp6,seed1,t4,9998.0,0.036129638775771036,267
exp6,seed10,t1,9991.68810478624,0.06026341164204875,0
exp6,seed10,t2,9998.714101469524,0.06338625984955441,0
exp6,seed10,t3,9986.505887005562,0.0656874622091751,0
exp6,seed10,t4,9992.0,0.037394931091186516,254
exp6,seed11,t1,9998.973433894673,0.06730798265462834,0
exp6,seed11,t2,9992.03381455892,0.05995906973615475,0
exp6,seed11,t3,9981.986099977856,0.06215662146957572,1
exp6,seed11,t4,9992.0,0.03591899256334137,254
exp6,seed12,t1,10000.0,0.06334638082340337,0
exp6,seed12,t2,9964.385775167657,0.060783661561671636,0
exp6,seed12,t3,9975.561609069113,0.06474126780687302,0
exp6,seed12,t4,9989.0,0.036019872453787294,280
exp6,seed13,t1,9997.941377987916,0.058760699945470694,0
exp6,seed13,t2,9966.68679505244,0.06489860721319343,0
exp6,seed13,t3,9986.42409927206,0.0659685698563014,0
exp6,seed13,t4,9982.879293965325,0.03520562500096876,215
exp6,seed14,t1,10000.0,0.06146644359375069,0
exp6,seed14,t2,9984.1973125046,0.06298400123022312,0
exp6,seed14,t3,9988.946331723571,0.06412060354479134,1
exp6,seed14,t4,9998.186305311145,0.03502427196343472,261
exp6,seed15,t1,9989.34864504756,0.061936844907209375,0
exp6,seed15,t2,9980.857884786516,0.06479624417822677,0
exp6,seed15,t3,9997.841763074504,0.06153081649614128,7
exp6,seed15,t4,9990.0,0.035309035930370464,249
exp6,seed16,t1,9998.46952735368,0.0623085081509763,0
exp6,seed16,t2,9988.793385342966,0.06304238189711411,0
exp6,seed16,t3,9993.754336247266,0.06296086556434206,1
exp6,seed16,t4,9993.0,0.03668944588058547,260
exp6,seed17,t1,9975.336621429546,0.06320872149050154,0
exp6,seed17,t2,10002.0,0.06094716538876639,0
exp6,seed17,t3,9991.434447203,0.06408943954701007,1
exp6,seed17,t4,9997.0,0.03687829362673399,269
exp6,seed18,t1,9994.26703742327,0.06387808153522528,0
exp6,seed18,t2,9990.991723231671,0.062156662170046374,0
exp6,seed18,t3,10000.0,0.06082304316867712,0
exp6,seed18,t4,9995.0,0.039216127178217354,254
exp6,seed19,t1,9993.29217551384,0.05752670768874232,0
exp6,seed19,t2,9974.122814356047,0.06612832488174078,0
exp6,seed19,t3,9999.68962536025,0.06494158958980155,2
exp6,seed19,t4,9994.0,0.03841457348902682,229
exp6,seed2,t1,9997.994908786111,0.05925153060666561,0
exp6,seed2,t2,10002.0,0.06269393176060876,0
exp6,seed2,t3,9966.436404189117,0.0668786181507945,1
exp6,seed2,t4,9996.679823782635,0.03772947911205703,251
exp6,seed20,t1,9973.034653488494,0.06042681711364977,0
exp6,seed20,t2,9989.582402346114,0.06665198547029606,0
exp6,seed20,t3,9999.212832075047,0.06122209852812226,1
exp6,seed20,t4,9994.0,0.03674956498980297,269
exp6,seed3,t1,9995.853978871355,0.06197122589879503,0
exp6,seed3,t2,9990.4592921325,0.06391610906070253,0
exp6,seed3,t3,10000.0,0.0628063756754375,2
exp6,seed3,t4,9999.571144397967,0.03542648247344882,253
exp6,seed4,t1,10003.0,0.06086784802228188,0
exp6,seed4,t2,9984.618171162632,0.05817263091542557,0
exp6,seed4,t3,9994.117342656747,0.0691530869292139,1
exp6,seed4,t4,9942.036022458651,0.037569297474383694,248
exp6,seed5,t1,10001.0,0.06137078704065728,0
exp6,seed5,t2,9982.187756575231,0.06279968449439882,0
exp6,seed5,t3,9993.494702895232,0.0653243839581522,1
exp6,seed5,t4,9960.235253632089,0.03496934125621738,217
exp6,seed6,t1,9999.745414512185,0.05731226673017277,0
exp6,seed6,t2,9995.213604511557,0.06205956714755474,0
exp6,seed6,t3,9992.538957982257,0.06920746947705006,2
exp6,seed6,t4,9933.772584201864,0.03888718532928352,219
exp6,seed7,t1,9994.74062667422,0.06369944659970166,0
exp6,seed7,t2,9999.0,0.0619572221084086,0
exp6,seed7,t3,9979.340510145956,0.06149709006600016,1
exp6,seed7,t4,9993.664544996223,0.03788251855999189,277
exp6,seed8,t1,10001.0,0.058611987705674926,0
exp6,seed8,t2,9977.51528195123,0.06332428658857311,0
exp6,seed8,t3,9955.12101892874,0.06667821378969417,1
exp6,seed8,t4,9975.778742776494,0.03703279997315396,279
exp6,seed9,t1,9957.02144483033,0.0613721784692072,0
exp6,seed9,t2,10000.0,0.06229135421231669,0
exp6,seed9,t3,9996.74606359401,0.06396650995222944,1
exp6,seed9,t4,9983.042232510485,0.03579546415120856,248
